run_id,dataset_path,method,seed,T,d,nX,k,n_init,max_iter,inertia_best,used_clusters,min_cluster_frac,nll1,nll2,gap,cd_emp,cd_emp_raw,cd_emp_norm,h_y1_given_y0,h_y1_given_xy0
20260306_124952_dc03e0a1,results/rep_packaging/20260306_124952_a564f51d/dataset.npz,kmeans,20260306,3000,4,8,2,5,100,1009.485316059265,2,0.33566666666666667,0.6262101074067442,0.628357040320665,-0.0021469329139207627,0.07818005151859264,0.07818005151859264,0.12540788617988896,0.623406182019915,0.5452261305013224
20260306_124952_dc03e0a1,results/rep_packaging/20260306_124952_a564f51d/dataset.npz,kmeans,20260306,3000,4,8,4,5,100,585.2671686389176,4,0.162,1.3071011430851334,1.317947860664689,-0.010846717579555687,0.13562393965709152,0.13562393965709152,0.10497509184762618,1.2919630482815185,1.156339108624427
20260306_124952_dc03e0a1,results/rep_packaging/20260306_124952_a564f51d/dataset.npz,kmeans,20260306,3000,4,8,8,5,100,432.1727166610657,8,0.09766666666666667,2.0046817349359616,2.8365010720213304,-0.8318193370853688,0.15787252725734957,0.15787252725734957,0.07990773312971784,1.975685219365039,1.8178126921076894
